0,80,0.48164524929597974,0.5600108458194881,0.5208280485123395,1.4511240035295487,11.233320260047913,12.684444272518158,
0,160,0.49059577405224986,0.5591924405301179,0.5248941064838613,1.4402648505774933,11.268712914934866,12.70897776253417,
1,80,0.49906318429857494,0.5552102696616202,0.5271367274224759,1.467979148775339,11.109309458732605,12.577288663387298,
1,160,0.5043258179328438,0.5639762559065661,0.5341510381569671,1.3929255413147172,11.194994230093796,12.587919775554619,
2,80,0.5138857243582606,0.5497173170093447,0.5318015232682228,1.3205194249749184,11.090812504291534,12.411331915855408,
2,160,0.52373616071386,0.5659986131423903,0.5448673875369019,1.3200797012507,11.18013208302763,12.500211791566132,
3,80,0.5121854213997722,0.547746738884598,0.5299660794436931,1.2954238831996918,11.075609767436982,12.371033680438995,
3,160,0.5254138851710021,0.5661502495485433,0.5457820682342506,1.267101387943964,11.171825325219256,12.438926710698915,
4,80,0.5223829856142401,0.5656747774221003,0.5440288783982397,1.2411898396909238,11.12142938375473,12.362619245052338,
4,160,0.5198689159420126,0.5756849895918581,0.547776950617968,1.2597396657902988,11.171433428703331,12.431173126599669,
5,80,0.5229547781869769,0.5768473545089364,0.5499010674655438,1.2254799827933311,11.116457307338715,12.341937255859374,
5,160,0.5223342263582954,0.5860715263928374,0.5542028774719485,1.2349200598275825,11.151410922161382,12.386330946893057,
6,80,0.5207204602658748,0.5750539284665137,0.5478871908038855,1.2467859532684087,11.090027129650116,12.33681309223175,
6,160,0.5195929526587805,0.5779901523176996,0.5487915494859633,1.2437971620960522,11.13126684396078,12.375064012784033,
7,80,0.5279246732592583,0.580261520203203,0.5540930962190032,1.2514188777655364,11.07510495185852,12.326523864269257,
7,160,0.5229147784656439,0.5853085393324952,0.5541116591443321,1.2374819271289088,11.115370680352225,12.352852599632731,
8,80,0.525077106244862,0.5723228321410716,0.5486999694257975,1.2443730156868695,11.064803385734558,12.30917638540268,
8,160,0.519773085489672,0.5760935849166237,0.5479333340228217,1.2305474170942878,11.099655360844784,12.330202787434237,
9,80,0.5328213110566139,0.5852092883083969,0.5590152991935611,1.2258666254580022,11.034981667995453,12.260848331451417,
9,160,0.5225920525764618,0.5848489520370382,0.5537205007607199,1.2167004761574867,11.083852889407705,12.30055337939333,
10,80,0.5216842096298933,0.5854371662251652,0.553560689277947,1.2176799084991217,10.97512482404709,12.192804741859437,
10,160,0.5211234437014338,0.5856303088480127,0.5533768767776576,1.2207248260660246,11.019202782589904,12.23992760860921,
11,80,0.5203666543588042,0.5799500610679388,0.5501583563163877,1.215216437727213,10.955218613147736,12.170435011386871,
11,160,0.5245977590106734,0.5976139654886177,0.561105861525537,1.2125145320013127,11.028700276921683,12.241214809285049,
12,80,0.5186979172751307,0.57413274878636,0.5464153299108148,1.2592308703809976,10.889075183868409,12.148306000232697,
12,160,0.5213467094974605,0.5917031366257263,0.556524922068864,1.2152640396997185,10.97510841771766,12.190372432190372,
13,80,0.5175435764715075,0.5806055180262775,0.5490745510905981,1.2411661110818386,10.86318335533142,12.104349434375763,
13,160,0.5212886975936725,0.5929150987911775,0.5571018997515943,1.2044390313968938,10.916914819257903,12.121353836429567,
14,80,0.520399978198111,0.5785550242755562,0.5494775010272861,1.209848527610302,10.79974011182785,12.00958868265152,
